id;sortOrder;conversation;character;description;English;German;French
friendView.NGUI.SearchTextLabel;0;;;;Type Player Name;Spielernamen eingeben;Saisir le nom du personnage
friendView.NGUI.CloseButton.Tooltip;0;;;;Close Menu;Menü schließen;Fermer le menu
friendView.NGUI.FriendsSelectionTab.Title;0;;;;FRIENDS;FREUNDE;AMIS
friendView.NGUI.RemoveFriend.Title;0;;;;REMOVE FRIEND;ENTFERNE FREUND;SUPPRIMER UN AMI
friendView.NGUI.RemoveFriend.Text;0;;;;Really remove {0} from your friends list?;{0} wirklich aus deiner Freundesliste entfernen?;Voulez-vous vraiment supprimer {0} de votre liste d'amis ?
friendView.NGUI.FriendsSearchTab.Title;0;;;;SEARCH PLAYERS;SUCHE SPIELER;CHERCHER DES JOUEURS
friendView.NGUI.FriendsSearchTab.NoResults.Title;0;;;;NO RESULTS;KEINE ERGEBNISSE;AUCUN RÉSULTAT
friendView.NGUI.FriendsSearchTab.NoResults.Text;0;;;;The search returned no results;Die Suche lieferte keine Ergebnisse;La recherche n'a donné aucun résultat
friendView.NGUI.HenchSelectionTab.Title;0;;;;HENCHMEN;HANDLANGER;SOUTIENS
FriendsController.FriendAdded.Title;0;;;;FRIEND ADDED;FREUND HINZUGEFÜGT;AMI AJOUTÉ
FriendsController.FriendAdded.Text;0;;;;Player {0} added to friends list;Spieler {0} zur Freundesliste hinzugefügt;Joueur {0} ajouté à la liste d'amis
FriendsController.FriendNotAdded.Title;0;;;;NOT ADDED;NICHT HINZUGEFÜGT;NON AJOUTÉ
FriendsController.FriendNotAdded.Text;0;;;;The Player could not be added to the friends list;Der Spieler konnte nicht zur Freundesliste hinzugefügt werden;Le joueur n'a pas pu être ajouté à la liste d'amis
FriendsController.AddedAsFriend.Title;0;;;;ADDED AS FRIEND;ALS FREUND HINZUGEFÜGT;AJOUTÉ EN AMI
FriendsController.AddedAsFriend.Text.InviteBack;0;;;;You have been added to the friend list of {0}.\n\nWould you like to add {0} to your friend list as well?;Der Benutzer {0} hat dich in seine Freundesliste aufgenommen.\n\nWillst du ihn ebenfalls als Freund hinzufügen?;Vous avez été ajouté à la liste d'amis de {0}. Voulez-vous également ajouter {0} à votre liste d'amis ?
chatView.NGUI.ChatButton.Tooltip;0;;;;Minimize/Maximize Chat Window;Minimieren/Maximieren des Chat-Fensters;Réduire / agrandir la fenêtre de discussion
chatView.NGUI.GroupChatButton.Tooltip;0;;;;Switch to Group Chat;Zum Gruppen-Chat wechseln;Passer à la discussion de groupe
chatView.NGUI.WorldChatButton.Tooltip;0;;;;Switch to Global Chat;Zum globalen Chat wechseln;Passer à la discussion globale
chatView.NGUI.HubChatButton.Tooltip;0;;;;Switch to Hub Chat;Zum Hub Chat wechseln;Passer à la discussion du Hub
chatView.NGUI.FriendsLabel;0;;;;FRIENDS;FREUNDE;AMIS
chatView.NGUI.FriendsOnlineCountLabel.Tooltip;0;;;;Online Friends Count;Anzahl der eingeloggten Freunde;Nombre d'amis en ligne
chatView.NGUI.ToggleFriendsButton.Tooltip;0;;;;Toggle Friends List;Freundesliste an/abschalten;Activer la liste d'amis
chatView.NGUI.AddFriend.Tooltip;0;;;;Add the selected Player to your Friends;Füge den ausgewählten Spieler zu deinen Freunden hinzu;Ajouter le joueur sélectionné à vos amis
chatView.NGUI.AddFriend;0;;;;ADD AS FRIEND;BEFREUNDEN;AJOUTER EN AMI
chatView.NGUI.InviteIntoGroup.Tooltip;0;;;;Invites the player to your Group;Lädt den Spieler in deine Gruppe ein;Inviter le joueur dans un groupe
chatView.NGUI.InviteIntoGroup;0;;;;INVITE INTO GROUP;IN GRUPPE EINLADEN;INVITER DANS UN GROUPE
chatView.NGUI.FriendNotification.Tooltip;0;;;;Click to Close;Klicken um zu schließen;Cliquez pour fermer
chatView.NGUI.NotificationLabel;0;;;;NOTIFICATION;BENACHRICHTIGUNG;NOTIFICATION
chatView.NGUI.NotificationLabel.AddedToFriends;0;;;;ADDED TO FRIENDS LIST BY;HINZUGEFÜGT ALS FREUND VON;AJOUTÉ À LA LISTE D'AMIS PAR
chatView.NGUI.AddAsAFriendButton.Tooltip;0;;;;Show context menu;Zeige das Kontext Menü an;Afficher le menu contextuel
chatView.NGUI.EnterMessage;0;;;;Enter message ...;Nachricht eingeben ...;Écrire un message…
chatView.NGUI.LeaveGroupButton.Tooltip;0;;;;Kick Player;Spieler aus der Gruppe werfen;Expulser un joueur
chatView.NGUI.CannotInvite.Tooltip;0;;;;Cannot invite into Group;Gruppen-Einladung nicht möglich;Impossible d'inviter dans un groupe
chatView.NGUI.AlreadyBefriended.Tooltip;0;;;;Already a friend;Bereits befreundet;Joueur déjà ami
chatView.NGUI.JoinedChannel.Global;0;;;;Joined Global Chat;Globalem Chat beigetreten;Vous avez rejoint la discussion globale
chatView.NGUI.JoinedChannel.Group;0;;;;Joined Group Chat;Gruppen Chat beigetreten;Vous avez rejoint la discussion de groupe
chatView.NGUI.JoinedChannel.Hub;0;;;;Joined Hub Chat;Hub Chat beigetreten;Vous avez rejoint la discussion du Hub
MissionInformationDialog.OptionalMission;0;;;;OPTIONAL MISSION;OPTIONALE MISSION;MISSION FACULTATIVE
MissionInformationDialog.StoryMission;0;;;;STORY MISSION;STORY-MISSION;MISSION HISTOIRE
MissionInformationDialog.ArchiveMission;0;;;;ARCHIVE MISSION;ARCHIV-MISSION;ARCHIVER LA MISSION
MissionInformationDialog.SideQuest;0;;;;SIDE MISSION;NEBEN-MISSION;MISSION FACULTATIVE
missionInformationDialogView.NGUI.CloseButton.Tooltip;0;;;;Close Mission Information Popup;Missionsinformations-Anzeige schließen;Fermer la fenêtre Informations de mission
missionInformationDialogView.NGUI.CloseButton;0;;;;CLOSE;SCHLIESSEN;FERMER
missionInformationDialogView.NGUI.StartCoopButton.Tooltip;0;;;;Start Mission in Coop Mode;Starte Mission im Coop-Modus;Commencer la mission en mode coopératif
missionInformationDialogView.NGUI.StartCoopButton;0;;;;COOP;COOP;MODE COOPÉRATIF
missionInformationDialogView.NGUI.StartSingleButton.Tooltip;0;;;;Start Mission in Single player Mode;Starte Mission als Einzelspieler;Commencer la mission en mode solo
missionInformationDialogView.NGUI.StartSingleButton;0;;;;SOLO;SOLO;SOLO
missionInformationDialogView.NGUI.StartButton.Tooltip;0;;;;Proceed to Team selection;Gehe zur Teamauswahl;Continuer vers l'écran Sélection d'équipe
missionInformationDialogView.NGUI.StartButton.InGroup.Tooltip;0;;;;Cannot Start this Mission in Coop Mode;Mission kann nicht im Coop gespielt werden;Impossible de commencer cette mission en mode coopératif.
missionInformationDialogView.NGUI.StartButton.NotLeader.Tooltip;0;;;;Cannot start the Mission. You are not the Group leader!;Kann die Mission nicht starten. Du bist nicht der Gruppenleiter!;Impossible de commencer la mission. Vous n'êtes pas le chef du groupe !
missionInformationDialogView.NGUI.StartButton;0;;;;START;START;COMMENCER
missionInformationDialogView.NGUI.StoryMissionWarningMessage;0;;;;Continues the story line! Side missions might become unavailable.;Setzt die Geschichte fort! Offene Nebenmissionen könnten abgebrochen werden.;Poursuivez le dénouement de l'histoire ! Des missions facultatives peuvent vous être proposées.
mainMenu.NGUI.CreditsButton.Tooltip;0;;;;Credits;Mitwirkende;Crédits
mainMenu.NGUI.HelpButton.Tooltip;0;;;;Help;Hilfe;Aide
mainMenu.NGUI.QuitButton.Tooltip;0;;;;Quit game;Spiel beenden;Quitter le jeu
mainMenu.NGUI.OptionsButton.Tooltip;0;;;;Options;Optionen;Options
mainMenu.NGUI.BackButton.Tooltip;0;;;;Back to main menu;Zurück zum Hauptmenü;Retour au menu principal
mainMenu.NGUI.CharacterEditorButton.Tooltip;0;;;;Open character customization;Öffne Charaktermenü;Ouvrir la personnalisation de personnage
mainMenu.NGUI.ProficiencyButton.Tooltip;0;;;;Character Skills;Öffne Fertigkeitenanpassung;Compétences du personnage
mainMenu.NGUI.LoadoutButton.Tooltip;0;;;;Open gear customization;Öffne Ausrüstungsanpassung;Ouvrir la personnalisation de l'équipement
mainMenu.NGUI.ClothButton.Tooltip;0;;;;Open clothing customization;Öffne Kleidungsanpassung;Ouvrir la personnalisation des vêtements
optionsMenu.NGUI.LeaveMissionButton.Tooltip;0;;;;Leave the mission. All progress will be lost!;Mission abbrechen;Abandonner la mission. Toute progression sera perdue !
optionsMenu.NGUI.LeaveMissionButton;0;;;;LEAVE MISSION;MISSION ABBRECHEN;ABANDONNER LA MISSION
optionsMenu.NGUI.LeaveGameButton.Tooltip;0;;;;Run away like a cowardly wage slave;Spiel verlassen;S'enfuir comme un esclave corpo trouillard
